source_index,target_index,source_entity,target_entity,type,count
similar,borders,similar,borders,modify,1
similar,cephalization,similar,cephalization,modify,1
C0085590,costophrenicangle,catheter,costophrenicangle,located_at,1
C0085590,C0445456,catheter,brachial,located_at,1
C0085590,C0449911,catheter,view,located_at,1
C0085590,C0450219,catheter,thoracolumbar,located_at,1
C0085590,C0456642,catheter,introducer,located_at,1
C0085590,C1123023,catheter,skin,located_at,1
situ,C0175722,situ,clips,modify,1
situ,C0179740C0205132,situ,picc line,modify,1
situ,C0205132,situ,line,modify,1
C0043299,atleast,x-rays,atleast,located_at,1
C0058928,C0029053,echo,opacity,located_at,1
C0079946,C1399793,origin,skinfold,located_at,1
C0079946,C3470541,origin,pacer,located_at,1
C0079946,brachiocephalic,origin,brachiocephalic,located_at,1
C0085195,midlung,shadowing,midlung,located_at,1
C0085590,C0019552,catheter,hip,located_at,1
similar,projects,similar,projects,modify,1
similar,retrocardiacopacity,similar,retrocardiacopacity,modify,1
since,C0013604,since,edema,modify,1
since,C0013687,since,effusions,modify,1
since,C0392756,since,decreased,modify,1
C0085590,C0175631,catheters,visualization,located_at,1
C0085195,C0032225,shadowing,pleural,located_at,1
C0085195,C0140145,shadowing,apex,located_at,1
C0085195,C0205143,shadowing,angle,located_at,1
C0085195,C0442004,shadowing,septal,suggestive_of,1
C0085590,C0022646,catheter,renal,located_at,1
C0085590,C0023884,catheter,liver,located_at,1
C0085590,C0024090,catheter,lumbar,located_at,1
C0085590,C0031153,catheter,peritoneal,located_at,1
C0085590,C0035561,catheter,ribs,located_at,1
C0085590,C0038257,catheter,stent,located_at,1
C0085590,C0040452,catheter,root,located_at,1
C0085590,C0086296,catheter,film,located_at,1
slightdecrease,C0178587,slightincrease,density,modify,1
slightdecrease,C0449468,slightdecrease,volumes,located_at,1
slightincreased,C0302908,slightincreased,fluid,modify,1
slightincreased,aeration,slightincreased,aeration,modify,1
slightinterval,C0243107,slightinterval,development,modify,1
C0042449,C0542331,venous,shunt,modify,1
C0042449,C0549183,vein,midline,located_at,1
C0042449,C0574032,venous,infusion,modify,1
C0043240,pulmonic,repairs,pulmonic,located_at,1
C0043299,C0037303,x-ray,skull,located_at,1
C0043299,C0179740,x-ray,picc,located_at,1
sizeis,C0220825,sizeis,evaluate,modify,1
slightblunting,C0178499,slightblunting,base,located_at,1
slightdecrease,C0032320,slightdecrease,pneumoperitoneum,modify,1
C0085195,C0003483,shadowing,aortic,located_at,1
C0085195,C0006267,shadowing,bronchiectasis,suggestive_of,1
C0085195,C0013687,shadowing,effusions,suggestive_of,1
C0085195,C0017446,shadowing,region,located_at,1
C0043240,C0205148,repair,surface,located_at,1
C0043240,C0816839,repair,glenoid,located_at,1
C0043240,C1269845,repair,hemidiaphragm,located_at,1
C0043240,hiatal,repair,hiatal,located_at,1
C0079946,innominate,origin,innominate,located_at,1
C0080078,C0032225,mobility,pleural,located_at,1
C0085089,C0086296,artifacts,film,located_at,1
C0085089,C0231832,artifacts,respiratory,located_at,1
C0085089,C0700364,artifacts,appearance,located_at,1
C0085089,C1710706,artifacts,zone,located_at,1
C0085089,hemithoraces,artifacts,hemithoraces,located_at,1
slightly,C0011164,slight,degenerative,modify,1
slightly,C0031050,slight,pericardium,modify,1
C0040590,C0017446,tracheostomy,region,located_at,1
C0040590,C0024861,tracheostomy,mask,located_at,1
C0040590,C0025080,tracheostomy,device,located_at,2
C0040590,C0027530,tracheostomy,neck,located_at,1
C0040590,C0038257,tracheostomy,stent,located_at,1
C0040590,C0085590,tracheostomy,catheter,modify,1
C0042449,C0456642,venous,introducer,located_at,1
C0042449,C0520453,venous,cannula,modify,1
slightinterval,aeration,slightinterval,aeration,modify,1
slightinterval,expansion,slightinterval,expansion,modify,1
slightly,C0001613,slight,cortical,modify,1
slightly,C0005847,slightly,vasculature,modify,1
slightly,C0006663,slight,calcification,modify,1
slightly,C0009450,slight,infection,modify,1
C0042449,C0015385,venous,extremity,located_at,2
C0042449,C0018792,vein,atrium,located_at,1
C0042449,C0018827,vein,ventricle,located_at,1
C0042449,C0021308,venous,infarct,located_at,1
C0042449,C0180860,venous,filter,modify,1
C0042449,C0441889,vein,level,located_at,1
C0042449,C1550548,vein,entry,located_at,1
C0042449,cathter,venous,cathter,located_at,1
C0042449,segment,vein,segment,located_at,1
C0043210,C0019664,female,history,modify,1
C0041951,C0175730,ureteral,tube,modify,1
C0042449,C0003483,vein,aortic,located_at,1
C0042449,C0005847,venous,vasculature,modify,1
slightly,C0205101,slightly,outside,modify,1
slightly,C0205128,slightly,vertical,modify,1
slightly,C0205277,slightly,loculated,modify,1
slightly,C0205315,slightly,oblique,modify,1
slightly,C0205322,slightly,persistent,modify,1
C0040405,C3830550,ct,december,located_at,1
C0040405,exams,ct,exams,modify,1
C0040405,performed,ct,performed,modify,1
C0040578,C0008913,trachea,clavicle,located_at,1
C0040578,C0025080,tracheal,device,located_at,1
slightly,C0037775,slightly,distribution,modify,1
slightly,C0043047,slightly,water,modify,1
slightly,C0085590,slight,catheter,modify,1
slightly,C0205098,slightly,medial,modify,1
C0040590,areagain,tracheostomy,areagain,located_at,1
C0040590,tunneled,tracheostomy,tunneled,modify,1
C0041618,C0018787,ultrasound,cardiac,located_at,2
C0041618,C0444471,ultrasound,endobronchial,located_at,1
C0040405C0441633,C0037949,ct scan,spine,located_at,1
C0040405C0441633,C3829466,ct scan,january,located_at,1
C0040456,areas,impaction,areas,located_at,1
C0040590,C0205132,tracheostomy,line,located_at,1
C0040590,C0205145,tracheostomy,site,located_at,1
C0040590,C0589496,tracheostomy,supraclavicular,located_at,1
C0040184,C0225594,tibia,carina,located_at,1
C0040184,C0337141,tibial,shaft,located_at,1
C0040300,C0004600,tissues,dorsum,located_at,1
C0040300,C0016536,tissues,forearm,located_at,1
C0040300,C0017446,tissue,area,located_at,1
C0040300,C0022742,tissues,knee,located_at,1
C0040300,C0032225,tissue,pleural,located_at,1
slightly,C0376209,slight,adjustment,modify,1
slightly,C0439641,slight,discoid,modify,1
slightly,C0442739,slightly,unchanged,modify,1
C0040132,C0025066,thyroid,mediastinum,located_at,1
C0040132,C0221198,thyroid,lesion,located_at,1
C0040132,carcinoma,thyroid,carcinoma,located_at,1
C0040184,C0016068,tibia,fibula,located_at,1
C0040300,hila,tissue,hila,located_at,1
C0040300,parenchymal,tissue,parenchymal,located_at,1
C0040405,C0003483,ct,aorta,located_at,1
C0040405,C0016504,ct,foot,located_at,1
C0040405,C0025066,ct,mediastinum,located_at,1
slightly,C0332260,slightly,compressed,modify,1
slightly,C0332448,slightly,infiltrates,modify,1
slightly,C0333042,slightly,malpositioned,modify,1
C0040405,reported,ct,report,modify,1
C0040405,silhouette,ct,silhouette,located_at,1
C0040405C0441633,C0005558,ct scan,biopsy,located_at,1
C0040300,C0205150,tissue,hilar,located_at,1
C0040300,azygous,tissue,azygous,located_at,1
slightly,C0700148,slight,congestion,modify,1
slightly,C0876954,slight,contour,modify,1
C0038969,C0020164,sutures,humeral,located_at,1
C0038969,C0030797,suture,pelvis,located_at,1
C0038969,C0175722,suture,clips,located_at,1
C0038969,C0392747,suture,changes,located_at,1
C0038969,C0521329,suture,spinal,located_at,1
C0038969,C0816839,sutures,glenoid,located_at,1
slightly,C0444764,slight,coiling,modify,1
slightly,C0449286,slight,degree,modify,1
slightly,C0449432,slight,component,modify,1
slightly,C0449468,slightly,volume,modify,1
slightly,C0521163,slightly,convex,modify,1
slightly,C0522015,slightly,upright,modify,1
slightly,C0582103,slight,examination,modify,1
slightly,C0596764,slight,impression,modify,1
C0039991,C1123023,thoracotomy,skin,located_at,1
C0038969,lowerlung,sutures,lowerlung,located_at,1
C0038969,periphery,sutures,periphery,located_at,1
C0038969,rightlung,sutures,rightlung,located_at,1
C0038969,zones,sutures,zones,located_at,1
C0039070,C0175631,faint,visualization,modify,1
C0039070,C1609982,faint,residual,modify,1
C0039070,C1704258,faint,abnormality,modify,1
C0039070,reticulonodular,faint,reticulonodular,modify,1
C0039070,suggestion,faint,suggestion,modify,1
C0039409,C0029053,teardrop,opacity,modify,1
C0039409,C0037004,tear,shoulder,located_at,1
C0039503,C0022417,tendinitis,joint,located_at,1
C0039503,C0443246,tendinitis,left,located_at,1
C0039991,C0005978,thoracotomy,wire,located_at,1
C0039991,C0038969,thoracotomy,sutures,located_at,1
C0038351,C0040405,stomach,ct,located_at,1
C0038351,C0205143,gastric,angles,modify,1
C0038351,C0543467,gastric,surgery,located_at,1
C0038351,interposition,gastric,interposition,located_at,1
slightly,accentuated,slightly,accentuated,modify,1
slightly,blurred,slightly,blurred,modify,1
slightly,consolidated,slightly,consolidated,modify,1
slightly,costophrenic,slight,costophrenic,modify,1
slightly,cut,slightly,cut,modify,1
slightly,decreasein,slight,decreasein,modify,1
C0038846,C0205054,supine,portal,modify,1
C0038969,C0000726,sutures,abdomen,located_at,1
slightly,C1457869,slight,defect,modify,1
slightly,C1550452,slight,definition,modify,1
slightly,C1705504,slightly,tip,modify,1
slightly,C5447266,slightly,curled,modify,1
C0038969,C1282910,sutures,upper,located_at,1
C0038969,C1523994,suture,hardware,located_at,1
C0038638,C1947952,suction,bulb,located_at,1
C0038846,C0011127,supine,decubitus,modify,1
C0038846,C0011923,supine,imaging,modify,1
C0038846,C0030705,supine,patient,modify,2
C0038846,C0175730,lying,tube,modify,1
C0038846,C0175730et,lying,et tube,modify,1
slightly,evident,slightly,evident,modify,1
slightly,extending,slightly,extending,modify,1
C0038257,C0021853,stent,bowel,located_at,1
C0038257,C0022742,stent,knee,located_at,1
C0038257,C0025080,stent,device,located_at,1
C0038257,C0030797,stents,pelvis,located_at,1
C0038257,C0032225,stent,pleural,located_at,1
C0038257,C0038257,stent,stent,located_at,1
C0038257,C0934569,stent,hemithorax,located_at,1
C0038257,C1184743,stent,stem,located_at,1
C0038257,C1282910,stent,upper,located_at,1
C0038257,bibasilar,stented,bibasilar,located_at,1
C0038257,epigastric,stent,epigastric,located_at,1
slightly,denser,slightly,denser,modify,1
C0038293,C0876954,sternal,contours,located_at,1
C0038351,C0006663,gastric,calcifications,modify,1
C0038257,C0205284,stent,margin,located_at,1
C0038257,C0521530,stented,consolidation,modify,1
C0038257,C0796494,stent,lobe,located_at,1
C0038257,C0929176,stent,hilum,located_at,1
C0038351,pullthrough,gastric,pullthrough,modify,1
C0038257,midlung,stent,midlung,located_at,1
C0038257,vena,stents,vena,located_at,1
C0038293,C0018787,sternal,cardiac,located_at,2
C0038293,C0085590,sternal,catheter,located_at,1
slightly,relative,slight,relative,modify,1
slightly,rightward,slightly,leftward,modify,1
C0036679,C0332462,separation,folds,located_at,1
C0036679,C0337141,separation,shaft,located_at,1
C0036679,C1184741,separation,tuberosity,located_at,1
C0036679,apicalpleural,separation,apicalpleural,located_at,1
C0037004,C0000726,shoulder,abdomen,located_at,1
slightly,mottled,slightly,mottled,modify,1
slightly,narrowed,slightly,narrowed,modify,1
slightly,obscures,slightly,obscures,modify,1
slightly,obscuring,slightly,obscuring,modify,1
slightly,overload,slight,overload,modify,1
slightly,past,slightly,past,modify,1
slightly,peribronchial,slightly,peribronchial,modify,1
slightly,pullback,slight,pullback,modify,1
C0037993,C0013931,splenic,embolization,located_at,2
C0037993,ij,lien,ij,modify,1
C0038019,C0441889,spondylosis,levels,located_at,1
C0038257,C0007272,stent,carotid,located_at,1
slightly,lowvolumes,slightly,lowvolumes,modify,1
C0038257,C0043240,stent,repair,located_at,1
C0038257,C0079946,stent,origin,located_at,1
C0038257,C0175722,stent,clips,located_at,1
C0038257,C0205098,stent,medial,located_at,1
C0037775,C2607943,distribution,findings,modify,1
C0037775,retrocardiac,distribution,retrocardiac,located_at,1
slightlyincreased,C0013687,slightlyincreased,effusions,modify,1
C0036429,C0325079,sclerosis,fossa,located_at,1
C0036429,C0456605,sclerosis,pedicle,located_at,1
C0036429,C2607943,sclerotic,findings,modify,1
C0036429,C3263722,sclerosis,trauma,suggestive_of,1
C0036429,borders,sclerotic,borders,modify,1
C0036429,midshaft,sclerosis,midshaft,located_at,1
C0036429,portions,sclerotic,portions,located_at,1
slightly,strandy,slightly,strandy,modify,1
slightly,tortuousaorta,slightly,tortuousaorta,modify,1
slightly,toward,slightly,toward,modify,1
slightly,underpenetration,slight,underpenetration,modify,1
slightly,wedge,slightly,wedge,modify,1
slightlydecreased,C0013604,slightlydecreased,edema,modify,1
slightlyimproved,C0012634,slightlyimproved,disease,modify,1
slightlyimproved,C0700148,slightlyimproved,congestion,modify,1
C0036525,C0876954,metastatic,contour,modify,1
C0036679,C0005978,separation,wire,located_at,1
C0036679,C0008913,separation,clavicle,located_at,1
C0036679,C0032225,separation,pleural,located_at,1
slightly,sharp,slightly,sharp,modify,1
slightly,since,slightly,since,modify,1
slightly,stranding,slightly,stranding,modify,1
C0037004,regions,shoulder,regions,located_at,1
C0037303,svc,skull,svc,located_at,1
C0037775,C0032285,distribution,pneumonia,suggestive_of,1
C0037775,C0934569,distribution,hemithorax,located_at,1
C0036439,C0262950,scoliosis,bones,located_at,1
C0036525,C0022646,metastatic,renal,located_at,1
C0036525,C0024299,metastatic,lymphoma,located_at,1
C0035561,phrenic,costal,phrenic,located_at,1
C0035868,C0018800,rotation,cardiomegaly,suggestive_of,1
C0035868,C0027530,rotation,neck,located_at,1
C0035868,C0205284,rotation,border,located_at,1
C0035868,C0442800,rotation,enlarged,located_at,1
C0035561,C0005558,rib,biopsy,located_at,1
slightlyprominent,C0005847,slightlyprominent,vessels,modify,1
slightlyprominent,C0442739,slightlyprominent,unchanged,modify,1
slightlyprominent,C4068833,slightlyprominent,vascularity,modify,1
slightlyprominent,silhouette,slightlyprominent,silhouette,modify,1
slightprominence,C0003483,slightprominence,aortic,located_at,1
slightprominence,C0205150,slightprominence,hilar,located_at,1
slightprominence,C0596790,slightprominence,interstitial,located_at,1
C0035561,costochondral,rib,costochondral,located_at,1
C0036429,C0205132,sclerotic,line,modify,1
C0036429,C0205145,sclerosis,site,located_at,1
slightlyincreased,C0178587,slightlyincreased,density,modify,1
slightlyincreased,C0302908,slightlyincreased,fluid,modify,1
slightlyincreased,C0522501,slightlyincreased,markings,modify,1
slightlymore,C0449584,slightlymore,opacification,modify,1
slightlymore,pronounced,slightlymore,pronounced,modify,1
slightlyprominent,C0003483,slightlyprominent,aorta,modify,1
C0036439,C0003483,scoliosis,aorta,located_at,1
C0036439,C0035561,scoliosis,rib,located_at,1
C0035868,C0876954,rotation,contour,located_at,1
C0035868,convexity,rotation,convexity,suggestive_of,1
C0036277,C0037949,scapula,spine,located_at,1
C0034866,advancing,recommend,advancing,modify,1
small,C0005847,small,vascular,modify,1
small,C0009450,small,infection,modify,1
small,C0013931,small,embolization,modify,1
small,C0017596,small,glass,modify,1
C0033204,C0456389,probable,size,modify,1
C0033204,C0520510,probable,material,modify,1
C0033204,C0678594,probable,structures,modify,1
C0035139,C0817096,replacement,chest,located_at,1
C0035139,C0972395,replacement,aicd,located_at,1
C0035139,glenohumeral,replacement,glenohumeral,located_at,1
C0033204,tiny,probable,tiny,modify,1
C0033844,midlung,pseudotumor,midlung,located_at,1
C0034866,C0011923,recommended,imaging,modify,1
C0034866,C1707455,recommended,comparison,modify,1
C0035561,C0549207,rib,vertebral,located_at,1
C0035139,C0005978,re-insertion,wire,located_at,1
C0035139,C0022417,replacement,joint,located_at,2
C0035139,C0032326,replacement,pneumothorax,located_at,1
C0035139,C0337088,replacement,battery,located_at,1
C0035139,C0443327,replacements,tricuspid,located_at,1
C0035139,C0520510,replacement,material,modify,1
C0035139,C0543467,replacement,surgery,located_at,1
C0035561,C0035561,ribs,ribs,located_at,1
C0035561,C0040405,rib,ct,located_at,1
C0035561,C0224498,rib,meniscus,located_at,1
C0035561,C0443157,rib,bony,located_at,1
small,C0038351,small,stomach,modify,1
small,C0085195,small,shadowing,modify,1
small,C0205142,small,rectangular,modify,1
C0033085,sulci,preserved,sulci,modify,1
C0033085,sulciare,preserved,sulciare,modify,1
C0033204,C0006663,probable,calcification,modify,1
C0033204,C0006826,probable,tumor,modify,1
C0033204,C0012359,probable,ectasia,modify,1
C0033204,C0205132,probable,lines,modify,1
C0033204,C0332459,probable,compression,modify,1
C0033204,C0332835,probable,graft,modify,1
C0033204,C0344329,probable,collapse,modify,1
C0033204,C0347997,probable,artifact,modify,1
C0033204,C0392747,probable,changes,modify,1
C0033204,C0443286,probable,reaction,modify,1
small,C0036429,small,sclerotic,modify,1
C0033204,nerve,probable,nerve,modify,1
C0033204,C0029453,probable,osteopenia,modify,1
C0033204,C0032320,probable,pneumoperitoneum,modify,1
C0033204,C0035139,probable,replacement,modify,1
C0033204,C0039409,probable,tear,modify,1
C0033204,C0175722,probable,clips,modify,1
C0033204,C0175730,probable,tube,modify,1
C0033204,C0181904,probable,monitor,modify,1
C0033204,C0746922,probable,nodes,modify,1
C0033204,C0933845,probable,parenchyma,modify,1
C0033204,C1047251,probable,lima,modify,1
C0033204,cardiomediastinalsilhouette,probable,cardiomediastinalsilhouette,modify,1
C0033204,edemaand,probable,edemawith,modify,1
C0033204,effusionwhich,probable,effusionwhich,modify,1
C0033204,greater,probable,greater,modify,1
C0033204,jugular,probable,jugular,modify,1
C0032790,C1293130,postoperative,stabilization,modify,1
C0032790,C1517945,postoperative,loss,modify,1
C0032790,C1696103,postoperative,image,modify,1
C0032790,C3179046,postoperative,inlet,modify,1
C0032790,cardia,postop,cardia,modify,1
C0032790,cardiomediastinalsilhouette,postoperative,cardiomediastinalsilhouette,modify,1
C0032790,obtained,postoperatively,obtained,modify,1
C0032790,C0031050,postoperative,pericardium,modify,1
small,C0205330,small,punctate,modify,1
small,C0332466,small,fusions,modify,1
small,C0349707,small,aspiration,modify,1
small,C0392747,small,changes,modify,1
small,C0439688,small,atelectatic,modify,1
small,C0445022,small,loop,modify,1
C0032790,C0524724,postoperative,staples,modify,1
C0032854,blunting,poor,blunting,modify,1
C0033085,C0018800,preserved,cardiomegaly,modify,2
C0033085,C0022417,preserved,joint,modify,1
C0033085,C0205143,preserved,angles,modify,1
C0033085,C0205284,preserved,border,modify,1
C0033085,C0700364,preserved,appearance,modify,1
C0033085,costophrenicsulci,preserved,costophrenicsulci,modify,1
small,C0205277,small,loculated,modify,1
C0033204,C0014243,probable,endoscope,modify,1
C0033204,C0018802,probable,chf,modify,1
C0033204,C0022821,probable,kyphosis,modify,1
C0033204,C0028259,probable,nodules,modify,1
C0032790,prominence,postoperative,prominence,modify,1
C0032854,C0274281,poor,exposure,modify,1
C0032854,C0449468,poor,volume,modify,1
C0032854,C1514893,poor,resolution,modify,1
C0032699,C0817096,sponge,chest,located_at,1
C0032699,C0934569,sponges,hemithorax,located_at,1
C0032699,C1522485,sponge,tag,modify,1
C0032699,C2745888,sponge,markers,located_at,1
C0032790,C0000726,postoperative,abdomen,modify,1
C0032790,C0005558,postoperative,biopsy,modify,1
C0032790,C0009938,postoperative,contusion,modify,1
small,C1293132,small,anchors,modify,1
small,C1516048,small,assessment,modify,1
small,C1880497,small,free,modify,1
small,C1883067,small,spaces,modify,1
C0032326,thelungs,pneumothorax,thelungs,located_at,1
C0032326,unremarkable,pneumothorax,unremarkable,modify,1
C0032326,visualize,pneumothorax,visualize,modify,1
C0032699,C0520510,sponge,material,modify,1
C0032790,C0392756,postoperatively,decreased,modify,1
small,C0449579,small,nodularity,modify,1
small,C0449774,small,pattern,modify,1
small,C0456603,small,ratio,modify,1
small,C0520510,small,material,modify,1
small,C0577559,small,mass,modify,1
small,C0934569,small,hemithorax,modify,1
small,C1184146,small,basilar,modify,1
C0032790,C0035139,postop,replacement,modify,1
C0032790,C0037949,postoperative,spine,modify,1
C0032790,C0175730,postoperative,tubes,modify,1
C0032790,C0184252,postop,valve,modify,1
C0032790,C0185023,postoperative,fixation,modify,1
C0032790,C0205390,postoperative,phase,modify,1
C0032790,C0332482,postoperative,distortion,modify,1
C0032326,C1521735,pneumothorax,pectoral,located_at,1
C0032326,C1547011,pneumothorax,aspect,located_at,1
C0032326,C1631280,pneumothorax,quadrant,located_at,1
C0032326,C5686136,pneumothorax,intercostal,located_at,1
C0032326,apices,pneumothorax,apices,located_at,1
C0032326,atleast,pneumothorax,atleast,located_at,1
C0032326,bibasilar,pneumothorax,bibasilar,located_at,1
small,clipsare,small,clipsare,modify,1
small,edge,small,edge,modify,1
small,effusionwhich,small,effusionwhich,modify,1
small,focalopacity,small,focalopacity,modify,1
small,irregularity,small,irregularity,modify,1
small,nodulardensity,small,nodulardensity,modify,1
C0032326,C1444754,pneumothorax,length,located_at,1
C0032326,postbiopsy,pneumothorax,postbiopsy,located_at,1
C0032326,pulmonaryparenchymal,pneumothorax,pulmonaryparenchymal,located_at,1
C0032326,rightbase,pneumothorax,rightbase,located_at,1
C0032326,rightcostophrenic,pneumothorax,rightcostophrenic,located_at,1
small,aerated,small,aerated,modify,1
small,appearing,small,appearing,modify,1
small,bibasilar,small,bibasilar,modify,1
C0032790,C0019664,postop,history,modify,1
C0032326,field,pneumothorax,field,located_at,1
C0032326,hemithoracic,pneumothorax,hemithoracic,located_at,1
C0032326,ij,pneumothorax,ij,located_at,1
C0032326,lungfields,pneumothorax,lungfields,located_at,1
C0032326,midlung,pneumothorax,midlung,located_at,1
C0032326,nopulmonary,pneumothorax,nopulmonary,located_at,1
small,volumesremain,small,volumesremain,modify,1
smallamount,C0029053,smallamount,opacities,modify,1
smallleft,C0029053,smallleft,opacity,modify,1
C0032326,C0205125,pneumothorax,depth,located_at,1
C0032326,C0205145,pneumothorax,site,located_at,1
C0032326,C0205250,pneumothorax,elevated,located_at,1
C0032326,C0205284,pneumothorax,border,located_at,1
C0032326,C0242821,pneumothorax,body,located_at,1
C0032326,C0947630,pneumothorax,study,located_at,1
C0032326,C1185740,pneumothorax,tract,located_at,1
C0032326,C1399793,pneumothorax,skinfold,located_at,1
small,normal,small,normal,modify,1
small,reaccumulation,small,reaccumulation,modify,1
small,series,small,series,modify,1
small,silhouette,small,silhouette,modify,1
small,spiculated,small,spiculated,modify,1
C0032326,C0487742,pneumothorax,width,located_at,1
C0032326,C0589496,pneumothorax,supraclavicular,located_at,1
C0032326,C0677535,pneumothorax,wall,located_at,1
C0032326,C0678594,pneumothorax,structures,located_at,1
C0032326,C0810633,pneumothorax,pacemaker,located_at,1
C0032326,C0929176,pneumothorax,hilum,located_at,1
C0032326,C0933845,pneumothorax,parenchyma,located_at,1
C0032326,bibasilaropacities,pneumothorax,bibasilaropacities,located_at,1
C0032326,bonyabnormality,pneumothorax,bonyabnormality,located_at,1
C0032326,borders,pneumothorax,borders,located_at,1
C0032326,chesttube,pneumothorax,chesttube,located_at,1
C0032326,consolidationor,pneumothorax,consolidationor,located_at,1
C0032326,cp,pneumothorax,cp,located_at,1
C0032326,cvc,pneumothorax,cvc,located_at,1
C0032285,C1710706,pneumonia,zone,located_at,1
C0032285,midlung,pneumonia,midlung,located_at,1
C0032285,nosignificant,pneumonia,nosignificant,located_at,1
C0032319,C0543467,pneumopericardium,surgery,suggestive_of,1
C0032320,C0008320,pneumoperitoneum,cholecystectomy,located_at,1
C0032320,C0024109,pneumoperitoneum,lung,located_at,1
C0032320,C0025066,pneumoperitoneum,mediastinum,located_at,1
C0032320,C0040405,pneumoperitoneum,ct,located_at,1
softtissues,C0934569,softtissue,hemithorax,located_at,1
some,C0013990,some,emphysema,modify,1
some,C0029053,some,opacity,modify,1
some,C0205132,mostly,linear,modify,1
some,C1514893,mostly,resolved,modify,1
some,aeration,some,aeration,modify,1
some,blunting,some,blunting,modify,1
smallpleural,C0302908,smallpleural,fluid,modify,1
smallright,C0205111,smallright,apical,modify,1
soft,C0180499,soft,drains,modify,1
soft,lucencies,soft,lucencies,modify,1
softtissues,C0002808,softtissue,anatomy,located_at,1
softtissues,C0027530,softtissues,neck,located_at,1
softtissues,C0029053,softtissue,opacity,modify,1
C0032326,C0333159,pneumothorax,emphysematous,located_at,1
C0032326,C0443315,pneumothorax,subcutaneous,located_at,1
C0032326,C0008913,pneumothorax,clavicle,located_at,1
C0032326,C0026845,pneumothorax,muscle,located_at,1
C0032326,C0027551,pneumothorax,needle,located_at,1
C0032326,C0031809,pneumothorax,examinations,located_at,1
C0032326,C0039991,pneumothorax,thoracostomy,located_at,1
C0032326,C0040405C0582103,pneumothorax,ct examination,located_at,1
C0032225,apically,pleura,apically,located_at,1
C0032225,C0015252,pleural,removal,located_at,1
somewhat,C0017110,somewhat,gas,modify,1
somewhat,C0205179,somewhat,advanced,modify,1
somewhat,C0205413,somewhat,patchy,modify,1
somewhat,C0332514,somewhat,asymmetric,modify,1
somewhat,C0333482,somewhat,atherosclerotic,modify,1
somewhat,C0392747,somewhat,changed,modify,1
C0032225,retrocardiacopacity,pleural,retrocardiacopacity,located_at,1
C0032225,soft,pleural,soft,located_at,1
C0032285,C0444598,pneumonia,middle,located_at,1
C0032285,C0582103,pneumonia,exam,modify,1
somewhat,C0010383,somewhat,crowded,modify,1
somewhat,C0016203,somewhat,flattened,modify,1
C0032320,C0205090,pneumoperitoneum,right,located_at,1
C0032320,C0262950,pneumoperitoneum,bone,located_at,1
C0032320,C0332835,pneumoperitoneum,transplant,suggestive_of,1
C0032320,C0934569,pneumoperitoneum,hemithorax,located_at,1
C0032320,appreciated,pneumoperitoneum,appreciated,modify,1
C0032326,C0003086,pneumothorax,ankle,located_at,1
C0032225,orbony,pleural,orbony,located_at,1
C0032225,place,pleural,place,modify,1
somewhat,hazyopacification,somewhat,hazyopacification,modify,1
somewhat,horizontally,somewhat,horizontally,modify,1
somewhat,lucent,somewhat,lucent,modify,1
somewhat,moreprominent,somewhat,moreprominent,modify,1
C0030797,C0017446,pelvic,region,located_at,1
somewhat,C1514893,somewhat,resolved,modify,1
somewhat,accentuated,somewhat,accentuated,modify,1
somewhat,aerated,somewhat,aerated,modify,1
somewhat,blurred,somewhat,blurred,modify,1
somewhat,coarsened,somewhat,coarsened,modify,1
somewhat,conspicuous,somewhat,conspicuous,modify,1
somewhat,cut,somewhat,cut,modify,1
somewhat,greater,somewhat,greater,modify,1
C0031153,C0017446,peritoneal,region,located_at,1
C0031153,C0543467,peritoneal,surgery,located_at,1
somewhat,C0449584,somewhat,opacification,modify,1
somewhat,C0456389,somewhat,size,modify,1
somewhat,C0700124,somewhat,dilated,modify,1
somewhat,C0733755,somewhat,positioned,modify,1
somewhat,C0851827,somewhat,dependent,modify,1
C0032225,C0019123,pleural,hemothorax,located_at,1
C0032225,C0036525,pleural,metastatic,located_at,1
C0031050,C0810633,pericardial,pacemaker,located_at,1
C0031050,chain,pericardial,chain,located_at,1
C0031050,lucency,pericardial,lucency,located_at,1
C0029456,C0678594,osteoporosis,structures,located_at,1
C0029468,C0039991,osteotomy,thoracotomy,suggestive_of,1
C0029468,C0392747,osteotomy,changes,located_at,1
C0029468,C1457869,osteotomy,defect,located_at,1
C0029468,side,osteotomy,side,located_at,1
C0030193,C0085590,pain,catheter,located_at,1
C0030664,C0000726,pathology,abdominal,located_at,1
C0030664,C0003483,pathology,aortic,located_at,1
spaceconsolidation,areas,spaceconsolidation,areas,located_at,1
spacedisease,C0013604,spacedisease,edema,suggestive_of,1
spacedisease,C0178499,spacedisease,bases,located_at,1
spacedisease,areas,spacedisease,areas,located_at,1
spaceopacification,C0349707,spaceopacification,aspiration,suggestive_of,1
C0029453,ribfractures,osteopenia,ribfractures,located_at,1
C0029453,structuresare,osteopenia,structuresare,located_at,1
somewhat,opacified,somewhat,opacified,modify,1
somewhat,rounded,somewhat,rounded,modify,1
somewhat,scoliotic,somewhat,scoliotic,modify,1
somewhat,small,somewhat,small,modify,1
somewhat,theright,somewhat,theright,modify,1
somewhat,underaeration,somewhat,underaeration,modify,1
somewhat,underinflated,somewhat,underinflated,modify,1
